Year of Case,Employer Name,Address,Street,City,State,Zip Code,Wages Owed,Number of Claimants on Case,USDOL?
2021,Tara 4BPD,"23 Greene Street, New York, NY, 10013",23 Greene Street,New York,NY,10013,$610.00,1,NO
2023,Sir John's,"18 W. 33rd St, New York, NY, 10001",18 W. 33rd St,New York,NY,10001,$609.00,,NO
2022,Adult & Pediatric Dermatology,"6405 Yellowstone Blvd., Forest Hills, NY, 11385",6405 Yellowstone Blvd.,Forest Hills,NY,11385,$608.00,1,NO
2024,Creative Lifestyle,"67 Bruckner Blvd, Bronx, NY, 10454",67 Bruckner Blvd,Bronx,NY,10454,$608.00,,NO
2024,Elmy's Special Services,"163 Van Buren Street, Brooklyn, NY, 11221",163 Van Buren Street,Brooklyn,NY,11221,$608.00,,NO
2021,Vino Taga,"201 E 31st St, New York, NY, 10016",201 E 31st St,New York,NY,10016,$608.00,1,NO
2023,Lovely Lemonland Laundromat & Cleaners,"35-05 Ditmars Boulevard, Astoria, NY, 11105",35-05 Ditmars Boulevard,Astoria,NY,11105,$606.00,2,NO
2021,The Salvation Army,"536 W 46th Street, New York, NY, 10036",536 W 46th Street,New York,NY,10036,$606.00,1,NO
2022,Mysitk Models Entertainment,"500 7 Ave, New York, NY, 10018",500 7 Ave,New York,NY,10018,$605.00,1,NO
2020,Sukeina,"461 Dean St #33A, Brooklyn, NY, 11217",461 Dean St #33A,Brooklyn,NY,11217,$605.00,1,NO
2020,55 Fulton Market and 15 Open Market,"55 Fulton Street, New York, NY, 10038",55 Fulton Street,New York,NY,10038,$600.00,1,NO
2022,Bells Employment Agency Inc.,"9050 Parsons Blvd, Jamaica, NY, 11432",9050 Parsons Blvd,Jamaica,NY,11432,$600.00,1,NO
2020,Billys Pizza Pasta Inc,"1626 Bedford Ave, Brooklyn, NY, 11225",1626 Bedford Ave,Brooklyn,NY,11225,$600.00,1,NO
2020,CC Mart Corp,"3008 Church Avenue, Brooklyn, NY, 11226",3008 Church Avenue,Brooklyn,NY,11226,$600.00,2,NO
2023,Eden Farm,"63-31 108th Street, New York, NY, 11375",63-31 108th Street,New York,NY,11375,$600.00,,NO
2023,Eden Farm,"63-31 108th Street, New York, NY, 11375",63-31 108th Street,New York,NY,11375,$600.00,,NO
2021,Elara Health Acquisition Corp,"7000 Austin St, Forest Hill, NY, 11375",7000 Austin St,Forest Hills,NY,11375,$600.00,1,NO
2023,Facade Restoration Group LLC,"1454 Martle Ave, Brooklyn, NY, 11237",1454 Martle Ave,Brooklyn,NY,11237,$600.00,,NO
2021,Famous Brands - Kenco Retail Shops Inc.,"25-15 Broadway, Astoria, NY, 11106",25-15 Broadway,Astoria,NY,11106,$600.00,1,NO
2020,Girling Healthcare,"1989 Coney Island Avenue, Brooklyn, NY, 11223",1989 Coney Island Avenue,Brooklyn,NY,11223,$600.00,1,NO
2023,Gong Gan,"37-02 Prince St, Flushing, NY, 11354",37-02 Prince St,Flushing,NY,11354,$600.00,1,NO
2020,HI Construction Corporation,"1201 Broadway, New York, NY, 10001",1201 Broadway,New York,NY,10001,$600.00,2,NO
2023,Key Food Supermarket,"656 Castle Hill Ave, Bronx, NY, 10472",656 Castle Hill Ave,Bronx,NY,10472,$600.00,1,NO
2023,L and G Food and Vegetable,"3919 18th Avenue, Brooklyn, NY, 11218",3919 18th Avenue,Brooklyn,NY,11218,$600.00,,NO
2021,Manhattan Helicopters LLC,"6 East River Piers, New York, NY, 10004",6 East River Piers,New York,NY,10004,$600.00,1,NO
2021,NYC Organic Deli,"3340 Broadway, New York, NY, 10031",3340 Broadway,New York,NY,10031,$600.00,1,NO
2021,Playmates Nursery Inc,"131-15 Liberty Avenue, South Richmond Hill, NY, 11419",131-15 Liberty Avenue,Richmond Hill,NY,11419,$600.00,1,NO
2023,Samurai Mama,"205 Grand St, Brooklyn, NY, 11211",205 Grand St,Brooklyn,NY,11211,$600.00,,NO
2021,Seaport House H&H,"229 Front Street, New York, NY, 10038",229 Front Street,New York,NY,10038,$600.00,1,NO
2023,Service Retail Unlimited Inc,"914 3rd Ave, Brooklyn, NY, 11223",914 3rd Ave,Brooklyn,NY,11223,$600.00,,NO
2022,The Food Emporium,"325 LaFayette, Brooklyn, NY, 11238",325 LaFayette,Brooklyn,NY,11238,$600.00,1,NO
2023,The International Society of Female Professionals,"3001 Northern Blvd, Long Island, NY, 11101",3001 Northern Blvd,Long Island,NY,11101,$600.00,,NO
2023,The UPS Store,"914 3rd Ave, Brooklyn, NY, 11232",914 3rd Ave,Brooklyn,NY,11232,$600.00,,NO
2023,Up N Go Moving LLC,"4700 Northern Blvd., Long Island City, NY, 11101",4700 Northern Blvd.,Long Island City,NY,11101,$600.00,1,NO
2021,The Compression Store,"1476 1st Ave, New York, NY, 10075",1476 1st Ave,New York,NY,10075,$599.00,1,NO
2023,Chipotle,"147-40 ARCHER AVENUE, Jamaica, ny, 11373",147-40 ARCHER AVENUE,Jamaica,ny,11373,$595.00,43,NO
2020,Swissport Inc,"23 N Service Rd, Jamaica, NY, 11430",23 N Service Rd,Jamaica,NY,11430,$595.00,1,NO
2021,NY Medical Skin Care Solutions,"345 E 37th Street, New York, NY, 10016",345 E 37th Street,New York,NY,10016,$594.00,1,NO
2021,Bensonhurst Dental Care New York,"1872 80th Street, Brooklyn, NY, 11214",1872 80th Street,Brooklyn,NY,11214,$593.00,1,NO
2023,Mayflower Boutique Hotel,"38-58 12th Street, Long Island City, NY, 11101",38-58 12th Street,Long Island City,NY,11101,$592.00,,NO
2021,ECP Management Group,"236 Stagg Street, Brooklyn, NY, 11206",236 Stagg Street,Brooklyn,NY,11206,$587.00,1,NO
2020,Beech Avenue Dental,"4343 Kissena Blvd, Flushing, NY, 11355",4343 Kissena Blvd,Flushing,NY,11355,$585.00,1,NO
2023,Cannelle Patisserie,"7559 31st Ave, East Elmhurst, NY, 11370",7559 31st Ave,East Elmhurst,NY,11370,$585.00,1,NO
2024,Marchesa Holdings LLC T/A Marchesa,"80 8th Avenue, New York, NY, 10011",80 8th Avenue,New York,NY,10011,$585.00,,NO
2022,Success Stories Learning Center LLC,"9506 Avenue L, Brooklyn, NY, 11236",9506 Avenue L,Brooklyn,NY,11236,$585.00,1,NO
2023,Royal Care FL,"6323 14th Avenue, Brooklyn, NY, 11219",6323 14th Avenue,Brooklyn,NY,11219,$584.00,1,NO
2020,Whittemore House Salon,"45 Grove Street, New York, NY, 10014",45 Grove Street,New York,NY,10014,$584.00,1,NO
2024,Quality Greens Kitchen,"57 Willoughby Street, Brooklyn, NY, 11201",57 Willoughby Street,Brooklyn,NY,11201,$582.00,,NO
2023,Essential Counseling Wellness LCSW PLLC,"143 W. 74th Street, New York, NY, 10023",143 W. 74th Street,New York,NY,10023,$580.00,,NO
2023,Innovative Sleep Solution LLC,"137 Gardner Ave, Brooklyn, NY, 11237",137 Gardner Ave,Brooklyn,NY,11237,$580.00,,NO
2023,Private Medical Office of Dr. Boris Peysin,"8100 Bay Pkwy, Brooklyn, NY, 11214",8100 Bay Pkwy,Brooklyn,NY,11214,$580.00,,NO
2023,Brooklyn Chinese American Association,"5000 8th Avenue, Brooklyn, NY, 11220",5000 8th Avenue,Brooklyn,NY,11220,$578.00,,NO
2021,Security USA,"336 West 37th Street, New York, NY, 10018",336 West 37th Street,New York,NY,10018,$578.00,1,NO
2021,"Universal Protection Service, LLC","123 William Street, New York, NY, 10038",123 William Street,New York,NY,10038,$578.00,2,NO
2021,"Atlantic Endocrinology & Diabetes, PC.","97-25 63rd Drive, Rego Park, NY, 11374",97-25 63rd Drive,Rego Park,NY,11374,$576.00,,NO
2021,Rimma Gelbert Medical PC,"1705 E 17th St, Brooklyn, NY, 11229",1705 E 17th St,Brooklyn,NY,11229,$576.00,1,NO
2023,OVER THE TOP LIFTING LLC,"420 AUSTIN PL, Bronx, NY, 10455",420 AUSTIN PL,Bronx,NY,10455,$569.00,,NO
2020,Richard Braddock,"320 Park Avenue, New York, NY, 10022",320 Park Avenue,New York,NY,10022,$563.00,1,NO
2020,Natalie Glaser Williamson,"61 Jane Street, New York, NY, 10014",61 Jane Street,New York,NY,10014,$562.00,1,YES
2020,Awad Fine Jewelry,"55W 47th St #165, New York, NY, 10036",55W 47th St #165,New York,NY,10036,$560.00,1,NO
2020,Complete Neuropsychology,"26 Court Street, Brooklyn, NY, 11242",26 Court Street,Brooklyn,NY,11242,$560.00,1,NO
2023,Posh Pop Bakeshop,"192 Bleecker Street, New York, NY, 10012",192 Bleecker Street,New York,NY,10012,$560.00,1,NO
2024,NY Events NY LLC,"85 Broad St, New York, NY, 10004",85 Broad St,New York,NY,10004,$559.00,,NO
2023,"True Changes Behavior Therapy, LLC","44 Court Street, Brooklyn, NY, 11201",44 Court Street,Brooklyn,NY,11201,$558.00,,NO
2021,Allergy Asthma Sleep Center,"2833 Ocean Pkwy, Brooklyn, NY, 11235",2833 Ocean Pkwy,Brooklyn,NY,11235,$555.00,1,NO
2023,Direct Assistant Program Inc,"251 East 5th Street, Brooklyn, NY, 11218",251 East 5th Street,Brooklyn,NY,11218,$555.00,,NO
2024,Foodtown de Noll Street,"54 Noll LLC, Brooklyn, NY, 11206",54 Noll LLC,Brooklyn,NY,11206,$554.00,,NO
2022,Edison Home Healthcare LLC,"964 McDonald Ave., Brooklyn, NY, 11218",964 McDonald Ave.,Brooklyn,NY,11218,$552.00,1,NO
2023,Fine Fare Supermarket,"50 Pennsylvania Ave., Brooklyn, NY, 11207",50 Pennsylvania Ave.,Brooklyn,NY,11207,$552.00,,NO
2023,United Chrysler Dodge Jeep and Ram aka CDJR,"111 58th Street, Brooklyn, NY, 11220",111 58th Street,Brooklyn,NY,11220,$552.00,1,NO
2021,C&I Studios,"368 Broadway, New York, NY, 10003",368 Broadway,New York,NY,10003,$550.00,1,NO
2022,GPGInteriors LLC,"19 Elton Street, Brooklyn, NY, 11208",19 Elton Street,Brooklyn,NY,11208,$550.00,2,NO
2022,Helping u Homecare,"1897 3rd Avenue, New York, NY, 10029",1897 3rd Avenue,New York,NY,10029,$550.00,1,NO
2021,Medrite Urgent Care,"344 W 51st St, New York, NY, 10019",344 W 51st St,New York,NY,10019,$550.00,1,NO
2023,Morton Williams Supermarkets,"1251 3rd Avenue, New York, NY, 10021",1251 3rd Avenue,New York,NY,10021,$550.00,1,NO
2022,Vision Academy New York,"42 West Street, Brooklyn, NY, 11222",42 West Street,Brooklyn,NY,11222,$550.00,1,NO
2022,Allborogh Personal Care,"300 Cadman Plaza, Brooklyn, NY, 11203",300 Cadman Plaza,Brooklyn,NY,11203,$549.00,1,NO
2023,Movin Crew Walter Vivas,"8919 71st St, Jamaica, NY, 11432",8919 71st St,Jamaica,NY,11432,$546.00,,NO
2020,Gloria's Manor Home,"140 Beach 119th St, Rockaway Park, NY, 11694",140 Beach 119th St,Rockaway Park,NY,11694,$545.00,1,NO
2021,Brooklyn Wing House,"1218 Union Street, Brooklyn, NY, 11225",1218 Union Street,Brooklyn,NY,11225,$544.00,1,NO
2022,Hope and Cherish Home Care,"3345 Neptune Avenue, Brooklyn, NY, 11224",3345 Neptune Avenue,Brooklyn,NY,11224,$544.00,1,NO
2023,I Raise Girls and Boys International Corporation,"3640 White Plains Road, Bronx, NY, 10467",3640 White Plains Road,Bronx,NY,10467,$544.00,1,NO
2024,Facade Restoration Group,"1454 Martle Ave, Brooklyn, NY, 11231",1454 Martle Ave,Brooklyn,NY,11231,$544.00,,NO
2021,The Fedcap Group,"633 3rd Street, New York, NY, 10017",633 3rd Street,New York,NY,10017,$544.00,2,NO
2021,ARG Trucking,"369 Lexington Avenue, New York, NY, 10017 Bostwick Road, Phelps, NY, 14532",369 Lexington Avenue,New York,NY,10017,$543.00,,NO
2020,Faces NY Inc.,"123 West 115th Street, New York, NY, 10026",123 West 115th Street,New York,NY,10026,$542.00,1,NO
2023,Boreo Bazar Halal Meat and Fish,"37-03 73rd St, Jackson Heights, NY, 11372",37-03 73rd St,Jackson Heights,NY,11372,$540.00,,NO
2022,D1 Wood Flooring Service Co Inc.,"P.O. Box 6162, Bronx, NY, 10451",P.O. Box 6162,Bronx,NY,10451,$540.00,1,NO
2021,Golden Pink Pipings,"221-30 58th Avenue, Flushing, NY, 11364",221-30 58th Avenue,Flushing,NY,11364,$540.00,1,NO
2023,Utica Best Buy Wine & Liquor,"213 Utica Avenue, Brooklyn, NY, 11213",213 Utica Avenue,Brooklyn,NY,11213,$536.00,,NO
2021,All American Homecare Agency Inc,"1 W. 34th Street, New York, NY, 10001",1 W. 34th Street,New York,NY,10001,$535.00,1,NO
2021,Morales & Palacios Construction,"1037 Avenue St John, Bronx, NY, 10455",1037 Avenue St John,Bronx,NY,10455,$535.00,2,NO
2021,Halal Oasis Mega Market,"2828 Coney Island Ave, Brooklyn, NY, 11235",2828 Coney Island Ave,Brooklyn,NY,11235,$533.00,1,NO
2024,B Above Worldwide Institute Inc,"13411 Kew Gardens Road, Richmond Hills, NY, 11418",13411 Kew Gardens Road,Richmond Hill,NY,11418,$533.00,,NO
2023,Open Sesame Dentistry,"191 Amsterdam Ave, New York, NY, 10023",191 Amsterdam Ave,New York,NY,10023,$530.00,,NO
2024,Ditmas Park Care Center,"2107 Ditmas Ave., Brooklyn, NY, 11226",2107 Ditmas Ave.,Brooklyn,NY,11226,$529.00,,NO
2022,Aloe Fruits LLC,"120 Union Avenue, Brooklyn, NY, 11206",120 Union Avenue,Brooklyn,NY,11206,$528.00,1,NO
2022,Principal Care LLC,"807 Lydig Avenue, New York, NY, 10462",807 Lydig Avenue,New York,NY,10462,$528.00,1,NO
2021,Queens Homecare Agency Inc,"2 East Broadway 801, New York, NY, 10038",2 East Broadway 801,New York,NY,10038,$528.00,1,NO
2021,Rockefeller Group Development Corporation,"1271 Avenue of the Americas, New York, NY, 10020",1271 Avenue of the Americas,New York,NY,10020,$526.00,1,NO
2020,City Smiles Dental,"347 5th Avenue, New York, NY, 10016",347 5th Avenue,New York,NY,10016,$525.00,1,NO
2023,Everest Laundromat Inc,"16012 Hillside Ave., Jamaica, NY, 11432",16012 Hillside Ave.,Jamaica,NY,11432,$525.00,,NO
2022,K.A Investigation Security LLC,"1162 Bay Street, Staten Island, NY, 10305",1162 Bay Street,Staten Island,NY,10305,$525.00,1,NO
2023,Big Deal Ltd,"1 East 28th Street, New York, NY, 10016",1 East 28th Street,New York,NY,10016,$524.00,,NO
2020,Canary Club,"303 Broome St, New York, NY, 10002",303 Broome St,New York,NY,10002,$523.00,1,NO
2023,Cookie Jar,"1226 Forest Avenue, Staten Island, NY, 10310",1226 Forest Avenue,Staten Island,NY,10310,$523.00,1,NO
2022,Dyphor New York,"146 Wythe Avenue, Brooklyn, NY, 11249",146 Wythe Avenue,Brooklyn,NY,11249,$521.00,1,NO
2020,Parking Logistics,"PO Box 290615, Brooklyn, NY, 11229",PO Box 290615,Brooklyn,NY,11229,$520.00,1,NO
2020,Paak Funeral Home,"5834 Catalapa Avenue, Ridgewood, NY, 11385",5834 Catalapa Avenue,Ridgewood,NY,11385,$519.00,1,NO
2021,Bay Ridge Nissan,"6501 5th Ave, Brooklyn, NY, 11220",6501 5th Ave,Brooklyn,NY,11220,$518.00,1,NO
2020,Competent Care Early Intervention Services,"3769 Nostrand Avenue, Brooklyn, NY, 11235",3769 Nostrand Avenue,Brooklyn,NY,11235,$516.00,1,NO
2020,GMD Shipyard Corp,"63 Flushing Ave., Brooklyn, NY, 11205",63 Flushing Ave.,Brooklyn,NY,11205,$516.00,1,NO
2022,ELLA,"88 South Portland Ave, Brooklyn, NY, 11217",88 South Portland Ave,Brooklyn,NY,11217,$515.00,1,NO
2020,Greenpoint Chiropractic,"153 Greenpoint Ave., Brooklyn, NY, 11222",153 Greenpoint Ave.,Brooklyn,NY,11222,$512.00,1,NO
2022,Promed Staffing Resources,"16 West 36th Street, New York, NY, 10018",16 West 36th Street,New York,NY,10018,$512.00,1,NO
2022,Union Square Hospitality Group/NYMM F&B Manage..,"853 Broadway, New York, NY, 10003",853 Broadway,New York,NY,10003,$510.00,,NO
2023,Amari Carter/ Yor Atelier,"299 Alexander Ave, Bronx, NY, 10454",299 Alexander Ave,Bronx,NY,10454,$508.00,,NO
2023,Diamsparkz,"580 Fifth Avenue, New York, NY, 10036",580 Fifth Avenue,New York,NY,10036,$505.00,1,NO
2022,Footprints Mental Health Counseling P.C.,"3249 Kingsbridge Ave., Bronx, NY, 10463",3249 Kingsbridge Ave.,Bronx,NY,10463,$504.00,1,NO
2023,Sedgwick Pharmacy Inc,"3887 Sedgwick Avenue, Bronx, NY, 10463",3887 Sedgwick Avenue,Bronx,NY,10463,$504.00,1,NO
2023,Bronx Works,"60 East Tremont Ave, Bronx, NY, 10453",60 East Tremont Ave,Bronx,NY,10453,$500.00,,NO
2021,CXR Drywall Services Corp.,"16009 Sanford Ave, Flushing, NY, 11358",16009 Sanford Ave,Flushing,NY,11358,$500.00,2,NO
2022,Northern Manhattan Nursing Home & Rehabilitation ..,"116 East 125th Street, New York, NY, 10035",116 East 125th Street,New York,NY,10035,$500.00,1,NO
2023,Powerful Electric,"1010 41 Street, Brooklyn, NY, 11219",1010 41 Street,Brooklyn,NY,11219,$500.00,1,NO
2023,S & I Designed Home Improvement Corp,"31-28 28th Road, Astoria, NY, 11102",31-28 28th Road,Astoria,NY,11102,$500.00,,NO
2023,Smart Choice Temp Agency Inc.,"9019 Avenue A, Brooklyn, NY, 11238",9019 Avenue A,Brooklyn,NY,11238,$500.00,,NO
2023,Varam Marble,"3813 Victory Blvd, Staten Island, NY, 10314",3813 Victory Blvd,Staten Island,NY,10314,$500.00,1,NO
2020,Lima Restaurant,"782 4th Avenue, Brooklyn, NY, 11232",782 4th Avenue,Brooklyn,NY,11232,$498.00,1,NO
2021,"Adirondacks Protection Services, LLC","416 Vermont Street, Brooklyn, NY, 11207",416 Vermont Street,Brooklyn,NY,11207,$497.00,1,NO
2020,Allied Universal Security Services,"123 William Street, New York, NY, 10038",123 William Street,New York,NY,10038,$493.00,,NO
2022,Commbs Brooklyn Printing,"1211 Atlantic Avenue, Brooklyn, NY, 11216",1211 Atlantic Avenue,Brooklyn,NY,11216,$490.00,,NO
2022,Pantomima - Theatre Based Care for Kids Inc,"4110 5th Avenue, Brooklyn, NY, 11232",4110 5th Avenue,Brooklyn,NY,11232,$489.00,1,NO
2023,Chipotle East New York 4497,"1940 Linden Blvd, Brooklyn, NY, 11207",1940 Linden Blvd,Brooklyn,NY,11207,$488.00,,NO
2022,Whole Picture Films,"755 Flatbush Ave., New York, NY, 11226",755 Flatbush Ave.,New York,NY,11226,$488.00,1,NO
2023,Kuwah LLC,"566 Gulf Avenue, Staten Island, NY, 10314",566 Gulf Avenue,Staten Island,NY,10314,$486.00,,NO
2024,Puppy Loft Inc,"237 West 26th Street, New York, NY, 10001",237 West 26th Street,New York,NY,10001,$486.00,,NO
2022,Koko Caigo Express Brooklyn,"287 Saint Nicholas Avenue, New York, NY, 11385",287 Saint Nicholas Avenue,New York,NY,11385,$485.00,1,NO
2022,Koko Caigo Express Brooklyn,"287 Saint Nicholas Avenue, New York, NY, 11385",287 Saint Nicholas Avenue,New York,NY,11385,$485.00,1,NO
2021,Express Candy Store Inc.,"38-05B Junction Blvd., Corona, NY, 11368",38-05B Junction Blvd.,Corona,NY,11368,$483.00,2,NO
2020,Scott San Emeterio,"105 Lexington Avenue, New York, NY, 10016",105 Lexington Avenue,New York,NY,10016,$481.00,1,NO
2023,Bolla Market,"2228 Gerritsen Avenue, Brooklyn, NY, 11229",2228 Gerritsen Avenue,Brooklyn,NY,11229,$480.00,1,NO
2021,Ella Burman,"8250 Surrey Place, Jamaica, NY, 11432",8250 Surrey Place,Jamaica,NY,11432,$480.00,1,NO
2023,Famous Fish N Chips LLC,"1163 Utica Avenue, Brooklyn, NY, 11203",1163 Utica Avenue,Brooklyn,NY,11203,$480.00,1,NO
2021,Posh Pop Bakeshop,"192 Bleeker St, New York, NY, 10012",192 Bleeker St,New York,NY,10012,$480.00,1,NO
2022,Rene Benitez,"104-14 53rd Avenue, Corona, NY, 11368",104-14 53rd Avenue,Corona,NY,11368,$480.00,2,NO
2023,Shefi Diamonds,"580 5th Avenue, New York, NY, 10001",580 5th Avenue,New York,NY,10001,$480.00,1,NO
2021,TJ Auto Spa Hand Car Wash and Detailing,"95 McKinley Avenue, Brooklyn, NY, 11208",95 McKinley Avenue,Brooklyn,NY,11208,$480.00,,NO
2020,White Glove,"89 Bartlet St, Brooklyn, NY, 11206",89 Bartlet St,Brooklyn,NY,11206,$480.00,1,NO
2023,Challenger II Check Cashing,"253-14 Rockaway Blvd, Rosedale, NY, 11422",253-14 Rockaway Blvd,Rosedale,NY,11422,$477.00,,NO
2023,Chipotle East Fordham 3977,"350 E Fordham Road, Bronx, NY, 10458",350 E Fordham Road,Bronx,NY,10458,$477.00,,NO
2022,Alpha and Omega Driving School,"3246 White Plains Road, Bronx, NY, 10467",3246 White Plains Road,Bronx,NY,10467,$476.00,1,NO
2022,Calexico,"278 5th Ave., Brooklyn, NY, 11215",278 5th Ave.,Brooklyn,NY,11215,$476.00,1,NO
2024,Brasserie Vietnam,"282 Bleecker Street, New York, NY, 10014",282 Bleecker Street,New York,NY,10014,$473.00,,NO
2020,Stephen Graham,"4 East 78th Street, New York, NY, 10075",4 East 78th Street,New York,NY,10075,$472.00,1,NO
2020,L'Occitane En Provence,"198 Columbus Ave, New York, NY, 10023",198 Columbus Ave,New York,NY,10023,$469.00,1,NO
2023,Mermaid Fish Market Corp,"1196 President St, Brooklyn, NY, 11225",1196 President St,Brooklyn,NY,11225,$468.00,,NO
2021,Platunum Home Health Care,"170 53rd Street, Brooklyn, NY, 11232",170 53rd Street,Brooklyn,NY,11232,$464.00,1,NO
2021,FJC Security Services,"3310 Queens Blvd, Long Island City, NY, 11101",3310 Queens Blvd,Long Island City,NY,11101,$457.00,1,NO
2021,Alibi Lounge,"2376 Adam Clayton Powell Jr. B, New York, NY, 10030",2376 Adam Clayton Powell Jr. B,New York,NY,10030,$456.00,1,NO
2023,Grace and Joyful Inc. T/A Carvel,"2045 Williamsbridge Rd., Bronx, NY, 10461",2045 Williamsbridge Rd.,Bronx,NY,10461,$456.00,,NO
2024,A & J Staffing Inc,"1989 Coney Island Avenue, Brooklyn, NY, 11223",1989 Coney Island Avenue,Brooklyn,NY,11223,$456.00,,NO
2023,149 Steam Fish,"500 E 149th Street, Bronx, NY, 10455",500 E 149th Street,Bronx,NY,10455,$450.00,1,NO
2021,Adkins Cleaning & Landscaping,"9119 Seaview Ave, Brooklyn, NY, 11236",9119 Seaview Ave,Brooklyn,NY,11236,$450.00,1,NO
2021,Broadway Personnel,"225 West 34th Street, New York, NY, 10122",225 West 34th Street,New York,NY,10122,$450.00,1,NO
2023,Burger King,"3712 Junction Blvd., Corona, NY, 11368",3712 Junction Blvd.,Corona,NY,11368,$450.00,,NO
2022,Christouljah Inc,"10726 155th Street, Jamaica, NY, 11433",10726 155th Street,Jamaica,NY,11433,$450.00,1,NO
2021,Cornelia Properties LLC,"PO Box 800021, Elmhurst, NY, 11380",PO Box 800021,Elmhurst,NY,11380,$450.00,1,NO
2022,Deniss Osadcijs,"62-55 99th STreet, Flushing, NY, 11374",62-55 99th STreet,Flushing,NY,11374,$450.00,1,NO
2022,Evan Roberts Company,"36 West 37th Street, New York, NY, 10018",36 West 37th Street,New York,NY,10018,$450.00,1,NO
2023,Golden Krust,"823 Franklin Ave, Brooklyn, NY, 11225",823 Franklin Ave,Brooklyn,NY,11225,$450.00,,NO
2022,Land of Barbers Hair Salon,"146 Franklin Street, Brooklyn, NY, 11222",146 Franklin Street,Brooklyn,NY,11222,$450.00,1,NO
2023,Silver Star,"3838 Nostrand Avenue, Brooklyn, NY, 11235",3838 Nostrand Avenue,Brooklyn,NY,11235,$450.00,1,NO
2021,So Sweet Convenience LLC,"1801 Avenue M, Brooklyn, NY, 11230",1801 Avenue M,Brooklyn,NY,11230,$450.00,1,NO
2022,The Simpson Restaurant and Bar,"673 Atlantic Avenue, Brooklyn, NY, 11217",673 Atlantic Avenue,Brooklyn,NY,11217,$450.00,1,NO
2021,Harry's Nurses Registry,"88-25 163rd St., Jamaica, NY, 11432",88-25 163rd St.,Jamaica,NY,11432,$448.00,1,NO
